id,label,tipo,x_cartesiano,y_cartesiano,latitude,longitude
1,BUSIP31.002.2228,equipamento,-114.9473,-38.6563,-3.1234865869446566,-41.765474506440576
2,BUSIP31.002.2230,equipamento,-114.9473,-31.6075,-3.1234231596689845,-41.765474506440576
3,BUSCSB5.002.2377,equipamento,-114.8644,-55.2992,-3.123636344890163,-41.7654737606329
4,BUSCSB5.002.2374,equipamento,-114.8644,-48.2992,-3.123573356731937,-41.7654737606329
5,BUSIP40.002.2154,equipamento,-114.7899,75.0531,-3.122463394704798,-41.76547309039561
6,BUSIP40.002.2152,equipamento,-114.7899,82.0531,-3.1224004065465714,-41.76547309039561
7,BUSIP24.002.2251,equipamento,-114.701,-47.1058,-3.12356261815079,-41.76547229060909
8,BUSIP24.002.2250,equipamento,-114.701,-40.1058,-3.1234996299925637,-41.76547229060909
9,BUSIP4.002.2141,equipamento,-111.7426,-111.313,-3.1241403743326277,-41.76544567544109
10,BUSIP8.002.2147,equipamento,-111.7426,-103.3962,-3.1240691365253355,-41.76544567544109
11,BUSIP8.002.2142,equipamento,-111.7426,-98.1184,-3.1240216452536944,-41.76544567544109
12,BUSIP12.002.2137,equipamento,-111.7426,-92.8406,-3.123974153982054,-41.76544567544109
13,BUSIP12.002.2135,equipamento,-109.9473,-92.8406,-3.123974153982054,-41.765429524071735
14,BUSCSB5.002.2379,equipamento,-109.9473,-55.2992,-3.123636344890163,-41.765429524071735
15,BUSCSB5.002.2376,equipamento,-109.9473,-48.2992,-3.123573356731937,-41.765429524071735
16,BUSIP24.002.2245,equipamento,-109.9473,-47.1058,-3.12356261815079,-41.765429524071735
17,BUSIP24.002.2247,equipamento,-109.9473,-40.1058,-3.1234996299925637,-41.765429524071735
18,BUSIP31.002.2244,equipamento,-109.9473,-38.6563,-3.1234865869446566,-41.765429524071735
19,BUSIP31.002.2242,equipamento,-109.9473,-31.6075,-3.1234231596689845,-41.765429524071735
20,BUSIP40.002.2151,equipamento,-109.9473,75.0531,-3.122463394704798,-41.765429524071735
21,TC6.002.1938,equipamento,-108.3405,14.4544,-3.12300868049107,-41.765415068537685
22,SECH6.002.1940,equipamento,-108.3405,22.6401,-3.122935023038671,-41.765415068537685
23,SECH6.002.1939,equipamento,-108.3405,28.0973,-3.122885917470518,-41.765415068537685
24,DISJUNTOR6.002.2070,equipamento,-108.2582,5.8837,-3.1230858022921715,-41.76541432812789
25,DISJUNTOR6.002.2069,equipamento,-108.2582,12.8837,-3.1230228141339453,-41.76541432812789
26,SECV6.002.2005,equipamento,-108.2543,-1.8993,-3.1231558361258105,-41.765414293041644
27,SECV6.002.2006,equipamento,-108.2543,5.1007,-3.1230928479675844,-41.765414293041644
28,DISJUNTOR3.002.2097,equipamento,-108.1989,-28.728,-3.123397249040183,-41.765413794637
29,DISJUNTOR3.002.2096,equipamento,-108.1989,-21.728,-3.1233342608819563,-41.765413794637
30,TC3.002.1967,equipamento,-108.188,-21.2697,-3.123330136957254,-41.76541369657543
31,SECH3.002.1974,equipamento,-108.188,-13.159,-3.1232571543779795,-41.76541369657543
32,SECH3.002.1975,equipamento,-108.188,-7.7519,-3.123208499625073,-41.76541369657543
33,IP6.001.2036,equipamento,-108.1419,-73.883,-3.1238035676522835,-41.76541328183799
34,SECV3.002.2038,equipamento,-108.1419,-65.7843,-3.1237306930527082,-41.76541328183799
35,SECV3.002.2035,equipamento,-108.1419,-60.3852,-3.1236821102862686,-41.76541328183799
36,BUSIP18.002.2273,equipamento,-108.1174,-81.6442,-3.1238734053228017,-41.76541306142438
37,BUSIP18.002.2277,equipamento,-108.1174,-74.6442,-3.1238104171645755,-41.76541306142438
38,BUSIP15.002.2304,equipamento,-108.1044,-89.2181,-3.1239415576101717,-41.76541294447023
39,BUSIP15.002.2303,equipamento,-108.1044,-82.2181,-3.1238785694519455,-41.76541294447023
40,BUSCSB5.002.2373,equipamento,-107.8644,-55.2992,-3.123636344890163,-41.76541078531652
41,BUSCSB5.002.2378,equipamento,-107.8644,-51.2061,-3.1235995139143866,-41.76541078531652
42,BUSCSB5.002.2375,equipamento,-107.8644,-48.2992,-3.123573356731937,-41.76541078531652
43,BUSIP40.002.2150,equipamento,-107.7899,75.0531,-3.122463394704798,-41.76541011507923
44,BUSIP40.002.2149,equipamento,-107.7899,78.7939,-3.122429733833042,-41.76541011507923
45,BUSIP40.002.2153,equipamento,-107.7899,82.0531,-3.1224004065465714,-41.76541011507923
46,BUSIP24.002.2249,equipamento,-107.701,-47.1058,-3.12356261815079,-41.76540931529271
47,BUSIP24.002.2248,equipamento,-107.701,-46.2061,-3.123554522372796,-41.76540931529271
48,BUSIP24.002.2252,equipamento,-107.701,-41.2061,-3.123509530831206,-41.76540931529271
49,BUSIP24.002.2246,equipamento,-107.701,-40.1058,-3.1234996299925637,-41.76540931529271
50,BUSIP4.002.2139,equipamento,-106.2948,-111.313,-3.1241403743326277,-41.765396664451295
51,BUSIP23.002.2269,equipamento,-105.1962,-47.0895,-3.1235624714783645,-41.76538678092521
52,BUSIP23.002.2264,equipamento,-105.1962,-46.2061,-3.123554522372796,-41.76538678092521
53,BUSIP23.002.2259,equipamento,-105.1962,-41.2061,-3.123509530831206,-41.76538678092521
54,BUSIP23.002.2253,equipamento,-105.1962,-40.0577,-3.1234991971739334,-41.76538678092521
55,BUSCSB4.002.2387,equipamento,-105.173,-55.2826,-3.123636195518245,-41.76538657220702
56,BUSCSB4.002.2389,equipamento,-105.173,-51.2061,-3.1235995139143866,-41.76538657220702
57,BUSCSB4.002.2382,equipamento,-105.173,-48.2826,-3.1235732073600184,-41.76538657220702
58,BUSIP39.002.2161,equipamento,-105.043,75.0698,-3.1224632444330487,-41.76538540266543
59,BUSIP39.002.2155,equipamento,-105.043,78.7939,-3.122429733833042,-41.76538540266543
60,BUSIP39.002.2156,equipamento,-105.043,82.0698,-3.1224002562748225,-41.76538540266543
61,BUSIP35.002.2190,equipamento,-105.0285,66.5809,-3.12253963017253,-41.76538527221656
62,BUSIP35.002.2195,equipamento,-105.0285,73.5809,-3.1224766420143037,-41.76538527221656
63,BUSIP12.002.2143,equipamento,-104.9473,-92.8406,-3.123974153982054,-41.76538454170289
64,BUSIP15.002.2307,equipamento,-104.9473,-89.2181,-3.1239415576101717,-41.76538454170289
65,BUSIP15.002.2306,equipamento,-104.9473,-82.2181,-3.1238785694519455,-41.76538454170289
66,BUSIP18.002.2275,equipamento,-104.9473,-81.6442,-3.1238734053228017,-41.76538454170289
67,BUSIP18.002.2274,equipamento,-104.9473,-74.6442,-3.1238104171645755,-41.76538454170289
68,IP6.001.2037,equipamento,-104.9473,-73.883,-3.1238035676522835,-41.76538454170289
69,SECV3.002.2034,equipamento,-104.9473,-60.3852,-3.1236821102862686,-41.76538454170289
70,BUSCSB4.002.2386,equipamento,-104.9473,-55.2826,-3.123636195518245,-41.76538454170289
71,BUSCSB4.002.2384,equipamento,-104.9473,-48.2826,-3.1235732073600184,-41.76538454170289
72,BUSIP23.002.2262,equipamento,-104.9473,-47.0895,-3.1235624714783645,-41.76538454170289
73,BUSIP23.002.2257,equipamento,-104.9473,-40.0577,-3.1234991971739334,-41.76538454170289
74,BUSIP30.002.2238,equipamento,-104.9473,-38.6563,-3.1234865869446566,-41.76538454170289
75,BUSIP30.002.2232,equipamento,-104.9473,-31.6075,-3.1234231596689845,-41.76538454170289
76,DISJUNTOR3.002.2095,equipamento,-104.9473,-28.728,-3.123397249040183,-41.76538454170289
77,DISJUNTOR3.002.2093,equipamento,-104.9473,-21.728,-3.1233342608819563,-41.76538454170289
78,TC3.002.1971,equipamento,-104.9473,-21.2697,-3.123330136957254,-41.76538454170289
79,SECH3.002.1972,equipamento,-104.9473,-7.7519,-3.123208499625073,-41.76538454170289
80,SECV6.002.2003,equipamento,-104.9473,-1.8993,-3.1231558361258105,-41.76538454170289
81,SECV6.002.2004,equipamento,-104.9473,5.1007,-3.1230928479675844,-41.76538454170289
82,DISJUNTOR6.002.2072,equipamento,-104.9473,5.8837,-3.1230858022921715,-41.76538454170289
83,DISJUNTOR6.002.2071,equipamento,-104.9473,12.8837,-3.1230228141339453,-41.76538454170289
84,TC6.002.1944,equipamento,-104.9473,14.4544,-3.12300868049107,-41.76538454170289
85,SECH6.002.1942,equipamento,-104.9473,28.0973,-3.122885917470518,-41.76538454170289
86,BUSIP35.002.2192,equipamento,-104.9473,66.5809,-3.12253963017253,-41.76538454170289
87,BUSIP35.002.2194,equipamento,-104.9473,73.5809,-3.1224766420143037,-41.76538454170289
88,BUSIP39.002.2158,equipamento,-104.9473,75.0698,-3.1224632444330487,-41.76538454170289
89,DISJUNTOR6.002.2073,equipamento,-101.2582,5.8837,-3.1230858022921715,-41.76535135281151
90,DISJUNTOR6.002.2074,equipamento,-101.2582,8.7939,-3.123059615415304,-41.76535135281151
91,DISJUNTOR6.002.2068,equipamento,-101.2582,12.8837,-3.1230228141339453,-41.76535135281151
92,SECV6.002.2007,equipamento,-101.2543,-1.8993,-3.1231558361258105,-41.76535131772526
93,SECV6.002.2009,equipamento,-101.2543,-1.2061,-3.1231495984984847,-41.76535131772526
94,SECV6.002.2008,equipamento,-101.2543,3.7939,-3.1231046069568946,-41.76535131772526
95,SECV6.002.2002,equipamento,-101.2543,5.1007,-3.1230928479675844,-41.76535131772526
96,DISJUNTOR3.002.2094,equipamento,-101.1989,-28.728,-3.123397249040183,-41.765350819320616
97,DISJUNTOR3.002.2099,equipamento,-101.1989,-26.2061,-3.1233745562064357,-41.765350819320616
98,DISJUNTOR3.002.2098,equipamento,-101.1989,-21.728,-3.1233342608819563,-41.765350819320616
99,TC6.002.1943,equipamento,-101.1903,14.4544,-3.12300868049107,-41.76535074195094
100,TC6.002.1937,equipamento,-101.1903,18.7939,-3.122969632332124,-41.76535074195094
101,SECH6.002.1941,equipamento,-101.1903,23.7939,-3.122924640790534,-41.76535074195094
102,SECH6.002.1936,equipamento,-101.1903,28.0973,-3.122885917470518,-41.76535074195094
103,TC3.002.1970,equipamento,-101.129,-21.2697,-3.123330136957254,-41.765350190467096
104,TC3.002.1969,equipamento,-101.129,-21.2061,-3.123329564664845,-41.765350190467096
105,TC3.002.1968,equipamento,-101.129,-16.2061,-3.123284573123255,-41.765350190467096
106,SECH3.002.1976,equipamento,-101.129,-11.2061,-3.123239581581665,-41.765350190467096
107,SECH3.002.1973,equipamento,-101.129,-7.7519,-3.123208499625073,-41.765350190467096
108,BUSIP18.002.2276,equipamento,-101.1174,-81.6442,-3.1238734053228017,-41.765350086108
109,BUSIP18.002.2279,equipamento,-101.1174,-81.2061,-3.1238694631639277,-41.765350086108
110,BUSIP18.002.2278,equipamento,-101.1174,-76.2061,-3.123824471622337,-41.765350086108
111,BUSIP18.002.2280,equipamento,-101.1174,-74.6442,-3.1238104171645755,-41.765350086108
112,BUSIP15.002.2308,equipamento,-101.1044,-89.2181,-3.1239415576101717,-41.765349969153846
113,BUSIP15.002.2305,equipamento,-101.1044,-86.2061,-3.1239144547055178,-41.765349969153846
114,BUSIP15.002.2302,equipamento,-101.1044,-82.2181,-3.1238785694519455,-41.765349969153846
115,IP3.002.2040,equipamento,-100.9628,-73.883,-3.1238035676522835,-41.76534869525316
116,IP3.002.2032,equipamento,-100.9628,-71.2061,-3.123779480080747,-41.76534869525316
117,SECV3.002.2041,equipamento,-100.9628,-66.2061,-3.123734488539157,-41.76534869525316
118,SECV3.002.2033,equipamento,-100.9628,-61.2061,-3.123689496997567,-41.76534869525316
119,SECV3.002.2039,equipamento,-100.9628,-60.3852,-3.1236821102862686,-41.76534869525316
120,BUSIP4.002.2138,equipamento,-100.8471,-111.313,-3.1241403743326277,-41.76534765436114
121,TC5.002.1945,equipamento,-100.7687,14.4673,-3.123008564412893,-41.7653469490376
122,TC5.002.1946,equipamento,-100.7687,18.7939,-3.122969632332124,-41.7653469490376
123,SECH5.002.1947,equipamento,-100.7687,23.7939,-3.122924640790534,-41.7653469490376
124,SECH5.002.1955,equipamento,-100.7687,28.1103,-3.1228858004925097,-41.7653469490376
125,TC2.002.1977,equipamento,-100.6682,-21.2569,-3.1233300217789077,-41.765346044891984
126,TC2.002.1985,equipamento,-100.6682,-21.2061,-3.123329564664845,-41.765346044891984
127,TC2.002.1982,equipamento,-100.6682,-16.2061,-3.123284573123255,-41.765346044891984
128,SECH2.002.1986,equipamento,-100.6682,-11.2061,-3.123239581581665,-41.765346044891984
129,SECH2.002.1981,equipamento,-100.6682,-7.739,-3.1232083835468956,-41.765346044891984
130,SECV5.002.2015,equipamento,-100.6452,-1.8863,-3.1231557191478023,-41.765345837973086
131,SECV5.002.2011,equipamento,-100.6452,-1.2061,-3.1231495984984847,-41.765345837973086
132,SECV5.002.2013,equipamento,-100.6452,3.7939,-3.1231046069568946,-41.765345837973086
133,SECV5.002.2012,equipamento,-100.6452,5.1137,-3.123092730989576,-41.765345837973086
134,IP5.001.2042,equipamento,-100.5435,-73.8693,-3.1238034443754596,-41.765344923031705
135,IP5.001.2047,equipamento,-100.5435,-71.2061,-3.123779480080747,-41.765344923031705
136,SECV2.002.2054,equipamento,-100.5435,-66.2061,-3.123734488539157,-41.765344923031705
137,SECV2.002.2053,equipamento,-100.5435,-61.2061,-3.123689496997567,-41.765344923031705
138,SECV2.002.2048,equipamento,-100.5435,-60.3722,-3.1236819933082605,-41.765344923031705
139,DISJUNTOR5.002.2078,equipamento,-100.4749,5.897,-3.1230856826146707,-41.765344305873604
140,DISJUNTOR5.002.2084,equipamento,-100.4749,8.7939,-3.123059615415304,-41.765344305873604
141,DISJUNTOR5.002.2081,equipamento,-100.4749,12.897,-3.1230226944564445,-41.765344305873604
142,BUSIP17.002.2291,equipamento,-100.4474,-81.6712,-3.1238736482771263,-41.765344058470575
143,BUSIP17.002.2285,equipamento,-100.4474,-81.2061,-3.1238694631639277,-41.765344058470575
144,BUSIP17.002.2284,equipamento,-100.4474,-76.2061,-3.123824471622337,-41.765344058470575
145,BUSIP17.002.2290,equipamento,-100.4474,-74.6712,-3.1238106601188997,-41.765344058470575
146,BUSIP14.002.2310,equipamento,-100.4345,-89.2452,-3.123941801464327,-41.76534394241607
147,BUSIP14.002.2316,equipamento,-100.4345,-86.2061,-3.1239144547055178,-41.76534394241607
148,BUSIP14.002.2317,equipamento,-100.4345,-82.2452,-3.1238788133061006,-41.76534394241607
149,DISJUNTOR2.002.2107,equipamento,-100.4155,-28.7147,-3.123397129362682,-41.76534377148307
150,DISJUNTOR2.002.2105,equipamento,-100.4155,-26.2061,-3.1233745562064357,-41.76534377148307
151,DISJUNTOR2.002.2102,equipamento,-100.4155,-21.7147,-3.123334141204456,-41.76534377148307
152,BUSIP11.002.2133,equipamento,-99.9473,-92.8406,-3.123974153982054,-41.765339559334045
153,BUSIP14.002.2314,equipamento,-99.9473,-89.2452,-3.123941801464327,-41.765339559334045
154,BUSIP14.002.2313,equipamento,-99.9473,-82.2452,-3.1238788133061006,-41.765339559334045
155,BUSIP17.002.2287,equipamento,-99.9473,-81.6712,-3.1238736482771263,-41.765339559334045
156,BUSIP17.002.2283,equipamento,-99.9473,-74.6712,-3.1238106601188997,-41.765339559334045
157,IP5.001.2044,equipamento,-99.9473,-73.8693,-3.1238034443754596,-41.765339559334045
158,SECV2.002.2055,equipamento,-99.9473,-60.3722,-3.1236819933082605,-41.765339559334045
159,BUSCSB4.002.2388,equipamento,-99.9473,-55.2826,-3.123636195518245,-41.765339559334045
160,BUSCSB4.002.2381,equipamento,-99.9473,-48.2826,-3.1235732073600184,-41.765339559334045
161,BUSIP23.002.2271,equipamento,-99.9473,-47.0895,-3.1235624714783645,-41.765339559334045
162,BUSIP23.002.2270,equipamento,-99.9473,-40.0577,-3.1234991971739334,-41.765339559334045
163,BUSIP29.002.2237,equipamento,-99.9473,-38.6563,-3.1234865869446566,-41.765339559334045
164,BUSIP29.002.2240,equipamento,-99.9473,-31.6075,-3.1234231596689845,-41.765339559334045
165,DISJUNTOR2.002.2101,equipamento,-99.9473,-28.7147,-3.123397129362682,-41.765339559334045
166,DISJUNTOR2.002.2108,equipamento,-99.9473,-21.7147,-3.123334141204456,-41.765339559334045
167,TC2.002.1989,equipamento,-99.9473,-21.2569,-3.1233300217789077,-41.765339559334045
168,SECH2.002.1980,equipamento,-99.9473,-7.739,-3.1232083835468956,-41.765339559334045
169,SECV5.002.2018,equipamento,-99.9473,-1.8863,-3.1231557191478023,-41.765339559334045
170,SECV5.002.2014,equipamento,-99.9473,5.1137,-3.123092730989576,-41.765339559334045
171,DISJUNTOR5.002.2079,equipamento,-99.9473,5.897,-3.1230856826146707,-41.765339559334045
172,DISJUNTOR5.002.2076,equipamento,-99.9473,12.897,-3.1230226944564445,-41.765339559334045
173,TC5.002.1956,equipamento,-99.9473,14.4673,-3.123008564412893,-41.765339559334045
174,SECH5.002.1948,equipamento,-99.9473,28.1103,-3.1228858004925097,-41.765339559334045
175,BUSIP35.002.2189,equipamento,-99.9473,66.5809,-3.12253963017253,-41.765339559334045
176,BUSIP35.002.2193,equipamento,-99.9473,73.5809,-3.1224766420143037,-41.765339559334045
177,BUSIP39.002.2157,equipamento,-99.9473,75.0698,-3.1224632444330487,-41.765339559334045
178,BUSCSB4.002.2383,equipamento,-98.173,-55.2826,-3.123636195518245,-41.76532359689064
179,BUSCSB4.002.2385,equipamento,-98.173,-51.2061,-3.1235995139143866,-41.76532359689064
180,BUSIP22.002.2380,equipamento,-98.173,-48.2826,-3.1235732073600184,-41.76532359689064
181,BUSIP39.002.2162,equipamento,-98.043,75.0698,-3.1224632444330487,-41.76532242734905
182,BUSIP39.002.2159,equipamento,-98.043,78.7939,-3.122429733833042,-41.76532242734905
183,BUSIP39.002.2160,equipamento,-98.043,82.0698,-3.1224002562748225,-41.76532242734905
184,BUSIP35.002.2188,equipamento,-98.0285,66.5809,-3.12253963017253,-41.76532229690018
185,BUSIP35.002.2187,equipamento,-98.0285,68.7939,-3.122519716916222,-41.76532229690018
186,BUSIP35.002.2191,equipamento,-98.0285,73.5809,-3.1224766420143037,-41.76532229690018
187,BUSCSB3.002.2399,equipamento,-96.1645,-55.2671,-3.123636056044466,-41.765305527473075
188,BUSCSB3.002.2401,equipamento,-96.1645,-51.2061,-3.1235995139143866,-41.765305527473075
189,BUSIP22.002.2403,equipamento,-96.1645,-48.2507,-3.1235729203139835,-41.765305527473075
190,BUSCSB8.002.2343,equipamento,-95.9634,58.5053,-3.122612296911183,-41.7653037182822
191,BUSCSB8.002.2346,equipamento,-95.9634,65.5053,-3.1225493087529568,-41.7653037182822
192,BUSIP34.002.2196,equipamento,-95.8396,66.5966,-3.1225394888990894,-41.765302604518745
193,BUSIP34.002.2203,equipamento,-95.8396,68.7939,-3.122519716916222,-41.765302604518745
194,BUSIP34.002.2198,equipamento,-95.8396,73.5966,-3.1224765007408632,-41.765302604518745
195,BUSIP38.002.2167,equipamento,-95.8214,75.0856,-3.1224631022597773,-41.765302440782925
196,BUSIP38.002.2168,equipamento,-95.8214,78.7939,-3.122429733833042,-41.765302440782925
197,BUSIP38.002.2164,equipamento,-95.8214,82.0856,-3.122400114101551,-41.765302440782925
198,BUSIP3.002.2140,equipamento,-95.3993,-111.313,-3.1241403743326277,-41.765298643371345
199,BUSIP11.002.2148,equipamento,-94.9473,-92.8406,-3.123974153982054,-41.7652945769652
200,BUSIP14.002.2315,equipamento,-94.9473,-89.2452,-3.123941801464327,-41.7652945769652
201,BUSIP14.002.2318,equipamento,-94.9473,-82.2452,-3.1238788133061006,-41.7652945769652
202,BUSIP17.002.2282,equipamento,-94.9473,-81.6712,-3.1238736482771263,-41.7652945769652
203,BUSIP17.002.2286,equipamento,-94.9473,-74.6712,-3.1238106601188997,-41.7652945769652
204,IP2.002.2049,equipamento,-94.9473,-73.8693,-3.1238034443754596,-41.7652945769652
205,SECV2.002.2051,equipamento,-94.9473,-60.3722,-3.1236819933082605,-41.7652945769652
206,BUSCSB3.002.2396,equipamento,-94.9473,-55.2671,-3.123636056044466,-41.7652945769652
207,BUSCSB3.002.2395,equipamento,-94.9473,-48.2507,-3.1235729203139835,-41.7652945769652
208,BUSIP22.002.2268,equipamento,-94.9473,-47.0895,-3.1235624714783645,-41.7652945769652
209,BUSIP22.002.2267,equipamento,-94.9473,-40.0577,-3.1234991971739334,-41.7652945769652
210,BUSIP28.002.2235,equipamento,-94.9473,-38.6563,-3.1234865869446566,-41.7652945769652
211,BUSIP28.002.2241,equipamento,-94.9473,-31.6075,-3.1234231596689845,-41.7652945769652
212,DISJUNTOR2.002.2100,equipamento,-94.9473,-28.7147,-3.123397129362682,-41.7652945769652
213,DISJUNTOR2.002.2104,equipamento,-94.9473,-21.7147,-3.123334141204456,-41.7652945769652
214,TC2.002.1990,equipamento,-94.9473,-21.2569,-3.1233300217789077,-41.7652945769652
215,SECH2.002.1978,equipamento,-94.9473,-7.739,-3.1232083835468956,-41.7652945769652
216,SECV5.002.2020,equipamento,-94.9473,-1.8863,-3.1231557191478023,-41.7652945769652
217,SECV5.002.2019,equipamento,-94.9473,5.1137,-3.123092730989576,-41.7652945769652
218,DISJUNTOR5.002.2082,equipamento,-94.9473,5.897,-3.1230856826146707,-41.7652945769652
219,DISJUNTOR5.002.2080,equipamento,-94.9473,12.897,-3.1230226944564445,-41.7652945769652
220,TC5.002.1951,equipamento,-94.9473,14.4673,-3.123008564412893,-41.7652945769652
221,SECH5.002.1949,equipamento,-94.9473,28.1103,-3.1228858004925097,-41.7652945769652
222,BUSCSB8.002.2340,equipamento,-94.9473,58.5053,-3.122612296911183,-41.7652945769652
223,BUSCSB8.002.2341,equipamento,-94.9473,65.5053,-3.1225493087529568,-41.7652945769652
224,BUSIP34.002.2197,equipamento,-94.9473,66.5966,-3.1225394888990894,-41.7652945769652
225,BUSIP34.002.2200,equipamento,-94.9473,73.5966,-3.1224765007408632,-41.7652945769652
226,BUSIP38.002.2169,equipamento,-94.9473,75.0856,-3.1224631022597773,-41.7652945769652
227,TC5.002.1950,equipamento,-93.6705,14.4673,-3.123008564412893,-41.765283090267495
228,TC5.002.1953,equipamento,-93.6705,18.7939,-3.122969632332124,-41.765283090267495
229,SECH5.002.1952,equipamento,-93.6705,23.7939,-3.122924640790534,-41.765283090267495
230,SECH5.002.1954,equipamento,-93.6705,28.1103,-3.1228858004925097,-41.765283090267495
231,SECV5.002.2010,equipamento,-93.6452,-1.8863,-3.1231557191478023,-41.76528286265671
232,SECV5.002.2016,equipamento,-93.6452,-1.2061,-3.1231495984984847,-41.76528286265671
233,SECV5.002.2017,equipamento,-93.6452,3.7939,-3.1231046069568946,-41.76528286265671
234,SECV5.002.2021,equipamento,-93.6452,5.1137,-3.123092730989576,-41.76528286265671
235,TC2.002.1983,equipamento,-93.6163,-21.2569,-3.1233300217789077,-41.765282602658615
236,TC2.002.1979,equipamento,-93.6163,-21.2061,-3.123329564664845,-41.765282602658615
237,TC2.002.1984,equipamento,-93.6163,-16.2061,-3.123284573123255,-41.765282602658615
238,SECH2.002.1987,equipamento,-93.6163,-11.2061,-3.123239581581665,-41.765282602658615
239,SECH2.002.1988,equipamento,-93.6163,-7.739,-3.1232083835468956,-41.765282602658615
240,DISJUNTOR5.002.2083,equipamento,-93.4749,5.897,-3.1230856826146707,-41.76528133055722
241,DISJUNTOR5.002.2075,equipamento,-93.4749,8.7939,-3.123059615415304,-41.76528133055722
242,DISJUNTOR5.002.2077,equipamento,-93.4749,12.897,-3.1230226944564445,-41.76528133055722
243,BUSIP17.002.2292,equipamento,-93.4474,-81.6712,-3.1238736482771263,-41.7652810831542
244,BUSIP17.002.2289,equipamento,-93.4474,-81.2061,-3.1238694631639277,-41.7652810831542
245,BUSIP17.002.2288,equipamento,-93.4474,-76.2061,-3.123824471622337,-41.7652810831542
246,BUSIP17.002.2281,equipamento,-93.4474,-74.6712,-3.1238106601188997,-41.7652810831542
247,BUSIP14.002.2309,equipamento,-93.4345,-89.2452,-3.123941801464327,-41.765280967099685
248,BUSIP14.002.2312,equipamento,-93.4345,-86.2061,-3.1239144547055178,-41.765280967099685
249,BUSIP14.002.2311,equipamento,-93.4345,-82.2452,-3.1238788133061006,-41.765280967099685
250,IP2.002.2052,equipamento,-93.4239,-73.8693,-3.1238034443754596,-41.76528087173706
251,IP2.002.2046,equipamento,-93.4239,-71.2061,-3.123779480080747,-41.76528087173706
252,SECV2.002.2043,equipamento,-93.4239,-66.2061,-3.123734488539157,-41.76528087173706
253,SECV2.002.2050,equipamento,-93.4239,-61.2061,-3.123689496997567,-41.76528087173706
254,SECV2.002.2045,equipamento,-93.4239,-60.3722,-3.1236819933082605,-41.76528087173706
255,DISJUNTOR2.002.2109,equipamento,-93.4155,-28.7147,-3.123397129362682,-41.765280796166685
256,DISJUNTOR2.002.2106,equipamento,-93.4155,-26.2061,-3.1233745562064357,-41.765280796166685
257,DISJUNTOR2.002.2103,equipamento,-93.4155,-21.7147,-3.123334141204456,-41.765280796166685
258,TC4.002.1961,equipamento,-93.3647,14.4799,-3.1230084510342078,-41.76528033914582
259,TC4.002.1959,equipamento,-93.3647,18.7939,-3.122969632332124,-41.76528033914582
260,SECH4.002.1966,equipamento,-93.3647,23.7939,-3.122924640790534,-41.76528033914582
261,SECH4.002.1958,equipamento,-93.3647,28.123,-3.122885686213994,-41.76528033914582
262,TC1.002.1998,equipamento,-93.2417,-21.2441,-3.1233299066005613,-41.765279232579545
263,TC1.002.2000,equipamento,-93.2417,-21.2061,-3.123329564664845,-41.765279232579545
264,TC1.002.1995,equipamento,-93.2417,-16.2061,-3.123284573123255,-41.765279232579545
265,SECH1.002.1994,equipamento,-93.2417,-11.2061,-3.123239581581665,-41.765279232579545
266,SECH1.002.1991,equipamento,-93.2417,-7.7263,-3.12320826926838,-41.765279232579545
267,DISJUNTOR4.002.2091,equipamento,-93.2391,5.9094,-3.1230855710356478,-41.76527920918871
268,DISJUNTOR4.002.2087,equipamento,-93.2391,8.7939,-3.123059615415304,-41.76527920918871
269,DISJUNTOR4.002.2085,equipamento,-93.2391,12.9094,-3.123022582877421,-41.76527920918871
270,DISJUNTOR1.002.2110,equipamento,-93.1797,-28.7023,-3.123397017783659,-41.76527867479817
271,DISJUNTOR1.002.2112,equipamento,-93.1797,-26.2061,-3.1233745562064357,-41.76527867479817
272,DISJUNTOR1.002.2116,equipamento,-93.1797,-21.7023,-3.1233340296254326,-41.76527867479817
273,SECV4.002.2029,equipamento,-93.0361,-1.8732,-3.1231556012699637,-41.765277382904536
274,SECV4.002.2023,equipamento,-93.0361,-1.2061,-3.1231495984984847,-41.765277382904536
275,SECV4.002.2030,equipamento,-93.0361,3.7939,-3.1231046069568946,-41.765277382904536
276,SECV4.002.2031,equipamento,-93.0361,5.1268,-3.123092613111737,-41.765277382904536
277,IP4.001.2059,equipamento,-92.9357,-73.8477,-3.123803250012,-41.76527647965857
278,IP4.001.2058,equipamento,-92.9357,-71.2061,-3.123779480080747,-41.76527647965857
279,SECV1.002.2064,equipamento,-92.9357,-66.2061,-3.123734488539157,-41.76527647965857
280,SECV1.002.2056,equipamento,-92.9357,-61.2061,-3.123689496997567,-41.76527647965857
281,SECV1.002.2060,equipamento,-92.9357,-60.3591,-3.1236818754304214,-41.76527647965857
282,BUSIP16.002.2299,equipamento,-92.9,-81.6851,-3.123873773353612,-41.765276158484454
283,BUSIP16.002.2297,equipamento,-92.9,-81.2061,-3.1238694631639277,-41.765276158484454
284,BUSIP16.002.2301,equipamento,-92.9,-76.2061,-3.123824471622337,-41.765276158484454
285,BUSIP16.002.2298,equipamento,-92.9,-74.6851,-3.123810785195386,-41.765276158484454
286,BUSIP13.002.2332,equipamento,-92.887,-89.259,-3.123941925640982,-41.7652760415303
287,BUSIP13.002.2334,equipamento,-92.887,-86.2061,-3.1239144547055178,-41.7652760415303
