timestamp(ms),RCOU.C1,RCOU.C2,RCOU.C3,RCOU.C4,GPS[0].Spd,IMU[0].GyrZ
14639,1623,1407,1407,1623,-1.7127066590005635,0.0
14659,1505,1541,1541,1505,-1.708330071881825,0.0
14659,1505,1541,1541,1505,-1.7065988300898067,0.0
14659,1505,1541,1541,1505,-1.6834488319739171,0.0
14679,1387,1675,1675,1387,-1.4949494940602333,0.0
14679,1387,1675,1675,1387,-1.491387127267126,0.0
14679,1387,1675,1675,1387,-1.5016807676757455,0.0
14700,1268,1810,1810,1268,-1.3123693430752772,0.0
14700,1268,1810,1810,1268,-1.307673668348861,0.0
14700,1268,1810,1810,1268,-1.3189145254805952,0.0
14720,1260,1820,1820,1260,-1.1776457587271918,0.0
14720,1260,1820,1820,1260,-1.174726372472361,0.0
14720,1260,1820,1820,1260,-1.169177146000586,0.0
14739,1260,1820,1820,1260,-1.0508568656103099,0.0
14739,1260,1820,1820,1260,-1.0443197201401748,0.0
14739,1260,1820,1820,1260,-1.0512268502758173,0.0
14759,1260,1820,1820,1260,-0.9743445378743186,0.0
14759,1260,1820,1820,1260,-0.9689660694527179,0.0
14759,1260,1820,1820,1260,-0.9670348796615224,0.0
14779,1260,1820,1820,1260,-0.8651037896995494,0.0
14779,1260,1820,1820,1260,-0.8567722989283183,0.0
14779,1260,1820,1820,1260,-0.8612717828278775,0.0
14800,1260,1820,1820,1260,-0.7571424676564789,0.0
14800,1260,1820,1820,1260,-0.7519670670963527,0.0
14800,1260,1820,1820,1260,-0.7450960360155288,0.0
14819,1260,1820,1820,1260,-0.5576582944156201,0.0
14819,1260,1820,1820,1260,-0.5488704195965507,0.0
14819,1260,1820,1820,1260,-0.5690935407182685,0.0
14840,1260,1820,1820,1260,-0.4363618275169413,0.0
14840,1260,1820,1820,1260,-0.43067459846005174,0.0
14840,1260,1820,1820,1260,-0.425018229162886,0.0
14860,1260,1820,1820,1260,-0.31743596640159205,0.0
14860,1260,1820,1820,1260,-0.30942820184831304,0.0
14860,1260,1820,1820,1260,-0.316331081263161,0.0
14879,1260,1820,1820,1260,-0.22039983561672916,0.0
