Model Name,Latitude,Longitude,Altitude,Vx,Vy,Py,Px,Vx_largura,Vy_altura,ID
ARGO_PARNAIBAIII_V3::CHARLIE_DELTA::SECH13,-3.1231726478879205,-41.764307810883366,77.0,"[(-3.1231774111685664, -41.7643375332127), (-3.123167884607275, -41.764278088554036)]","[(-3.1231774111685664, -41.7643375332127), (-3.123167884607275, -41.764278088554036)]",2.93349,25.47517,6.607482,1.0604858,cd_argo_parnaibaiii_v3_sech13
ARGO_PARNAIBAIII_V3::ECHO_FOX::REATOR811,-3.1234484170501866,-41.76332279838121,77.0,"[(-3.123475856492263, -41.763336604028076), (-3.12342097760811, -41.763308992734345)]","[(-3.123475856492263, -41.763336604028076), (-3.12342097760811, -41.763308992734345)]",-27.76482,134.96276,3.069092,6.109054,ef_argo_parnaibaiii_v3_reator811
ARGO_PARNAIBAIII_V3::BRAVO::IP3,-3.122260589266943,-41.7651702055496,72.0,"[(-3.1222652921669765, -41.76517671823238), (-3.122255886366909, -41.76516369286682)]","[(-3.1222652921669765, -41.76517671823238), (-3.122255886366909, -41.76516369286682)]",104.4628,-70.38301,1.447815,1.0470428,b_argo_parnaibaiii_v3_ip3
ARGO_PARNAIBAIII_V3::BRAVO::IP2,-3.122328312702696,-41.76517008239021,72.0,"[(-3.122333015602729, -41.765176595072994), (-3.122323609802662, -41.76516356970743)]","[(-3.122333015602729, -41.765176595072994), (-3.122323609802662, -41.76516356970743)]",96.9239,-70.36932,1.447815,1.0470428,b_argo_parnaibaiii_v3_ip2
ARGO_PARNAIBAIII_V3::CHARLIE_DELTA::IP1,-3.123175957252528,-41.76516853980876,77.0,"[(-3.123180660152562, -41.76517505249154), (-3.1231712543524948, -41.76516202712598)]","[(-3.123180660152562, -41.76517505249154), (-3.1231712543524948, -41.76516202712598)]",2.56509,-70.19786,1.447815,1.0470428,cd_argo_parnaibaiii_v3_ip1
ARGO_PARNAIBAIII_V3::ECHO_FOX::DISJUNTOR13,-3.12372539768638,-41.764066160282255,77.0,"[(-3.1237320298868836, -41.76408827991816), (-3.1237187654858767, -41.76404404064634)]","[(-3.1237320298868836, -41.76408827991816), (-3.1237187654858767, -41.76404404064634)]",-58.59798,52.33548,4.91735,1.4765778,ef_argo_parnaibaiii_v3_disjuntor13
ARGO_PARNAIBAIII_V3::ECHO_FOX::DISJUNTOR12,-3.123590907023128,-41.76445029849877,77.0,"[(-3.123597539223632, -41.76447241813468), (-3.123584274822625, -41.76442817886286)]","[(-3.123597539223632, -41.76447241813468), (-3.123584274822625, -41.76442817886286)]",-43.62664,9.63718,4.91735,1.4765778,ef_argo_parnaibaiii_v3_disjuntor12
ARGO_PARNAIBAIII_V3::ECHO_FOX::DISJUNTOR11,-3.1236605488616647,-41.76445017178672,77.0,"[(-3.123667181062168, -41.76447229142263), (-3.123653916661161, -41.764428052150805)]","[(-3.123667181062168, -41.76447229142263), (-3.123653916661161, -41.764428052150805)]",-51.37909,9.65126,4.91735,1.4765778,ef_argo_parnaibaiii_v3_disjuntor11
ARGO_PARNAIBAIII_V3::ECHO_FOX::BUSIP47,-3.12333283186947,-41.76382362318286,77.0,"[(-3.1233375347695036, -41.76383013586564), (-3.1233281289694363, -41.76381711050008)]","[(-3.1233375347695036, -41.76383013586564), (-3.1233281289694363, -41.76381711050008)]",-14.89801,79.29433,1.447815,1.0470428,ef_argo_parnaibaiii_v3_busip47
ARGO_PARNAIBAIII_V3::CHARLIE_DELTA::BUSIP36.x001,-3.123150224397713,-41.7639046700499,77.0,"[(-3.123154927297747, -41.76391118273268), (-3.1231455214976793, -41.763898157367116)]","[(-3.123154927297747, -41.76391118273268), (-3.1231455214976793, -41.763898157367116)]",5.42964,70.28569,1.447815,1.0470428,cd_argo_parnaibaiii_v3_busip36.x001
ARGO_PARNAIBAIII_V3::CHARLIE_DELTA::BUSIP33,-3.123282817686062,-41.763901384425296,77.0,"[(-3.1232875205860955, -41.763907897108076), (-3.1232781147860282, -41.76389487174252)]","[(-3.1232875205860955, -41.763907897108076), (-3.1232781147860282, -41.76389487174252)]",-9.33049,70.6509,1.447815,1.0470428,cd_argo_parnaibaiii_v3_busip33
ARGO_PARNAIBAIII_V3::ECHO_FOX::BUSIP32,-3.1233329727885493,-41.76390129339441,77.0,"[(-3.1233376756885827, -41.76390780607719), (-3.1233282698885154, -41.76389478071163)]","[(-3.1233376756885827, -41.76390780607719), (-3.1233282698885154, -41.76389478071163)]",-14.9137,70.66102,1.447815,1.0470428,ef_argo_parnaibaiii_v3_busip32
ARGO_PARNAIBAIII_V3::BRAVO::BUSIP3.003,-3.122370824579862,-41.765506661026485,76.0,"[(-3.1223755274798957, -41.765513173709266), (-3.1223661216798284, -41.76550014834371)]","[(-3.1223755274798957, -41.765513173709266), (-3.1223661216798284, -41.76550014834371)]",92.19153,-107.78122,1.447815,1.0470428,b_argo_parnaibaiii_v3_busip3.003
ARGO_PARNAIBAIII_V3::CHARLIE_DELTA::BUSIP13,-3.122727775677942,-41.76492851472009,77.0,"[(-3.122732478577976, -41.76493502740287), (-3.1227230727779087, -41.76492200203731)]","[(-3.122732478577976, -41.76493502740287), (-3.1227230727779087, -41.76492200203731)]",52.45615,-43.51823,1.447815,1.0470428,cd_argo_parnaibaiii_v3_busip13
ARGO_PARNAIBAIII_V3::CHARLIE_DELTA::BUSCSB21,-3.122853342715726,-41.76397967375822,77.0,"[(-3.1228582818614736, -41.76398669601199), (-3.122848403569979, -41.76397265150445)]","[(-3.1228582818614736, -41.76398669601199), (-3.122848403569979, -41.76397265150445)]",38.47817,61.94876,1.5610962,1.09964,cd_argo_parnaibaiii_v3_buscsb21
