Model Name,Latitude,Longitude,Altitude,Vx,Vy,Py,Px,Vx_largura,Vy_altura,ID
ARGO_PARNAIBAIII_V3::BUSCSB6,-3.1237400034781526,-41.76500036581743,79.0,"[(-3.1237449426239, -41.7650073880712), (-3.123735064332405, -41.76499334356366)]","[(-3.1237449426239, -41.7650073880712), (-3.123735064332405, -41.76499334356366)]",-60.22388234052045,-51.50473343193832,1.5610962,1.09964,ef_argo_parnaibaiii_v3_buscsb6
ARGO_PARNAIBAIII_V3::BUSCSB5,-3.1237844678821896,-41.76500028940838,79.0,"[(-3.123789407027937, -41.765007311662146), (-3.123779528736442, -41.76499326715461)]","[(-3.123789407027937, -41.765007311662146), (-3.123779528736442, -41.76499326715461)]",-65.17360844248154,-51.49624029827981,1.5610962,1.09964,ef_argo_parnaibaiii_v3_buscsb5
ARGO_PARNAIBAIII_V3::BUSCSB4,-3.12386956132396,-41.765000143112175,79.0,"[(-3.1238745004697073, -41.765007165365944), (-3.1238646221782127, -41.764993120858406)]","[(-3.1238745004697073, -41.765007165365944), (-3.1238646221782127, -41.764993120858406)]",-74.64611209927729,-51.47997896296785,1.5610962,1.09964,ef_argo_parnaibaiii_v3_buscsb4
ARGO_PARNAIBAIII_V3::BUSCSB3,-3.1239511657139305,-41.76500000285729,79.0,"[(-3.123956104859678, -41.76500702511106), (-3.1239462265681834, -41.76499298060352)]","[(-3.123956104859678, -41.76500702511106), (-3.1239462265681834, -41.76499298060352)]",-83.73021853949561,-51.46438914130087,1.5610962,1.09964,ef_argo_parnaibaiii_v3_buscsb3
ARGO_PARNAIBAIII_V3::BUSCSB22,-3.123429731872801,-41.763977943402345,77.0,"[(-3.1234346710185483, -41.763984965656114), (-3.1234247927270533, -41.76397092114858)]","[(-3.1234346710185483, -41.763984965656114), (-3.1234247927270533, -41.76397092114858)]",-25.68480558982422,62.14109878673312,1.5610962,1.09964,ef_argo_parnaibaiii_v3_buscsb22
ARGO_PARNAIBAIII_V3::BUSCSB21,-3.123529083938701,-41.76397777259758,79.0,"[(-3.123534023084448, -41.763984794851346), (-3.1235241447929534, -41.76397075034381)]","[(-3.123534023084448, -41.763984794851346), (-3.1235241447929534, -41.76397075034381)]",-36.74456281628645,62.16008433459909,1.5610962,1.09964,ef_argo_parnaibaiii_v3_buscsb21
ARGO_PARNAIBAIII_V3::BUSCSB20,-3.123575598643852,-41.7639776926873,79.0,"[(-3.123580537789599, -41.76398471494107), (-3.1235706594981045, -41.76397067043353)]","[(-3.123580537789599, -41.76398471494107), (-3.1235706594981045, -41.76397067043353)]",-41.92252607021996,62.16896664196543,1.5610962,1.09964,ef_argo_parnaibaiii_v3_buscsb20
ARGO_PARNAIBAIII_V3::BUSCSB2,-3.12399646506284,-41.76499992500656,79.0,"[(-3.1240014042085873, -41.76500694726033), (-3.1239915259170923, -41.764992902752795)]","[(-3.1240014042085873, -41.76500694726033), (-3.1239915259170923, -41.764992902752795)]",-88.77288974028127,-51.45573575998324,1.5610962,1.09964,ef_argo_parnaibaiii_v3_buscsb2
ARGO_PARNAIBAIII_V3::BUSCSB19,-3.1236157974099736,-41.763977623486674,79.0,"[(-3.123620736555721, -41.76398464574044), (-3.1236108582642266, -41.763970601232906)]","[(-3.123620736555721, -41.76398464574044), (-3.1236108582642266, -41.763970601232906)]",-46.39740628621239,62.17665853402095,1.5610962,1.09964,ef_argo_parnaibaiii_v3_buscsb19
ARGO_PARNAIBAIII_V3::BUSCSB18,-3.1236576740846007,-41.76397755153996,79.0,"[(-3.123662613230348, -41.76398457379373), (-3.123652734938853, -41.76397052928619)]","[(-3.123662613230348, -41.76398457379373), (-3.123652734938853, -41.76397052928619)]",-51.05906933901914,62.18465566289739,1.5610962,1.09964,ef_argo_parnaibaiii_v3_buscsb18
ARGO_PARNAIBAIII_V3::BUSCSB17,-3.1236971859787745,-41.76397748371232,79.0,"[(-3.123702125124522, -41.76398450596609), (-3.123692246833027, -41.763970461458555)]","[(-3.123702125124522, -41.76398450596609), (-3.123692246833027, -41.763970461458555)]",-55.457487763069246,62.19219494207496,1.5610962,1.09964,ef_argo_parnaibaiii_v3_buscsb17
ARGO_PARNAIBAIII_V3::BUSCSB16,-3.123738250462619,-41.76397741313865,79.0,"[(-3.1237431896083665, -41.763984435392416), (-3.1237333113168715, -41.76397039088488)]","[(-3.1237431896083665, -41.763984435392416), (-3.1237333113168715, -41.76397039088488)]",-60.028738676033285,62.20003945351456,1.5610962,1.09964,ef_argo_parnaibaiii_v3_buscsb16
ARGO_PARNAIBAIII_V3::BUSCSB15,-3.123782714866656,-41.76397733666096,79.0,"[(-3.1237876540124034, -41.763984358914726), (-3.1237777757209084, -41.76397031440719)]","[(-3.1237876540124034, -41.763984358914726), (-3.1237777757209084, -41.76397031440719)]",-64.97846477799187,62.20854021656759,1.5610962,1.09964,ef_argo_parnaibaiii_v3_buscsb15
ARGO_PARNAIBAIII_V3::BUSCSB14,-3.1238678082398903,-41.763977190433394,79.0,"[(-3.123872747385638, -41.76398421268716), (-3.123862869094143, -41.763970168179625)]","[(-3.123872747385638, -41.76398421268716), (-3.123862869094143, -41.763970168179625)]",-74.45096080539558,62.22479392248252,1.5610962,1.09964,ef_argo_parnaibaiii_v3_buscsb14
ARGO_PARNAIBAIII_V3::BUSCSB13,-3.123949412629861,-41.76397705024715,79.0,"[(-3.1239543517756085, -41.76398407250092), (-3.1239444734841135, -41.76397002799338)]","[(-3.1239543517756085, -41.76398407250092), (-3.1239444734841135, -41.76397002799338)]",-83.5350672456164,62.24037611475496,1.5610962,1.09964,ef_argo_parnaibaiii_v3_buscsb13
ARGO_PARNAIBAIII_V3::BUSCSB12,-3.123994712115843,-41.76397697225914,79.0,"[(-3.1239996512615904, -41.763983994512905), (-3.1239897729700954, -41.763969950005375)]","[(-3.1239996512615904, -41.763983994512905), (-3.1239897729700954, -41.763969950005375)]",-88.57775370518615,62.24904475486667,1.5610962,1.09964,ef_argo_parnaibaiii_v3_buscsb12
ARGO_PARNAIBAIII_V3::BUSCSB11,-3.124036272734793,-41.76397690099892,79.0,"[(-3.1240412118805407, -41.76398392325269), (-3.1240313335890457, -41.76396987874515)]","[(-3.1240412118805407, -41.76398392325269), (-3.1240313335890457, -41.76396987874515)]",-93.20423380513697,62.256965578300175,1.5610962,1.09964,ef_argo_parnaibaiii_v3_buscsb11
ARGO_PARNAIBAIII_V3::BUSCSB10,-3.123431683575401,-41.76500089580651,77.0,"[(-3.123436622721148, -41.76500791806028), (-3.1234267444296533, -41.76499387355274)]","[(-3.123436622721148, -41.76500791806028), (-3.1234267444296533, -41.76499387355274)]",-25.90206686904749,-51.5636435739137,1.5610962,1.09964,ef_argo_parnaibaiii_v3_buscsb10
ARGO_PARNAIBAIII_V3::BUSCSB1,-3.124039114588347,-41.76499985175547,79.0,"[(-3.1240440537340946, -41.76500687400924), (-3.1240341754425995, -41.7649928295017)]","[(-3.1240440537340946, -41.76500687400924), (-3.1240341754425995, -41.7649928295017)]",-93.52058566047228,-51.44759364449558,1.5610962,1.09964,ef_argo_parnaibaiii_v3_buscsb1
ARGO_PARNAIBAIII_V3::TC9.001,-3.123038808722358,-41.764374131613714,81.0,"[(-3.1230451349764605, -41.764381839084756), (-3.123032482468256, -41.764366424142665)]","[(-3.1230451349764605, -41.764381839084756), (-3.123032482468256, -41.764366424142665)]",17.832308009602777,18.10339154187848,1.7134248,1.4084626,ef_argo_parnaibaiii_v3_tc9.001
ARGO_PARNAIBAIII_V3::TC8.001,-3.12310772323533,-41.76437401318998,81.0,"[(-3.1231140494894323, -41.76438172066102), (-3.1231013969812276, -41.76436630571894)]","[(-3.1231140494894323, -41.76438172066102), (-3.1231013969812276, -41.76436630571894)]",10.160824020373768,18.116554754446703,1.7134248,1.4084626,ef_argo_parnaibaiii_v3_tc8.001
ARGO_PARNAIBAIII_V3::TC7.001,-3.123174059185637,-41.76437389919427,81.0,"[(-3.1231803854397397, -41.76438160666531), (-3.1231677329315346, -41.76436619172322)]","[(-3.1231803854397397, -41.76438160666531), (-3.1231677329315346, -41.76436619172322)]",2.7763826487817767,18.1292257772636,1.7134248,1.4084626,ef_argo_parnaibaiii_v3_tc7.001
ARGO_PARNAIBAIII_V3::TC6.001,-3.122786546948429,-41.76469595977331,80.0,"[(-3.1227928732025316, -41.764703667244355), (-3.1227802206943265, -41.76468825230227)]","[(-3.1227928732025316, -41.764703667244355), (-3.1227802206943265, -41.76468825230227)]",45.91379732647043,-17.668935521363366,1.7134248,1.4084626,ef_argo_parnaibaiii_v3_tc6.001
ARGO_PARNAIBAIII_V3::TC5.001,-3.1228534627510727,-41.76469584474784,80.0,"[(-3.122859789005175, -41.764703552218876), (-3.1228471364969703, -41.76468813727679)]","[(-3.122859789005175, -41.764703552218876), (-3.1228471364969703, -41.76468813727679)]",38.4648074624842,-17.656150036534385,1.7134248,1.4084626,ef_argo_parnaibaiii_v3_tc5.001
ARGO_PARNAIBAIII_V3::TC4.001,-3.122920198440019,-41.764695730048444,80.0,"[(-3.122926524694121, -41.764703437519486), (-3.122913872185916, -41.7646880225774)]","[(-3.122926524694121, -41.764703437519486), (-3.122913872185916, -41.7646880225774)]",31.035867647314248,-17.64340079788168,1.7134248,1.4084626,ef_argo_parnaibaiii_v3_tc4.001
ARGO_PARNAIBAIII_V3::TC3.001,-3.1230393595173243,-41.76469552522689,81.0,"[(-3.123045685771427, -41.76470323269793), (-3.123033033263222, -41.76468781775584)]","[(-3.123045685771427, -41.76470323269793), (-3.123033033263222, -41.76468781775584)]",17.77099415011489,-17.62063416440473,1.7134248,1.4084626,ef_argo_parnaibaiii_v3_tc3.001
ARGO_PARNAIBAIII_V3::TC2.001,-3.123108273996028,-41.764695406786,81.0,"[(-3.1231146002501307, -41.76470311425704), (-3.1231019477419255, -41.764687699314955)]","[(-3.1231146002501307, -41.76470311425704), (-3.1231019477419255, -41.764687699314955)]",10.09951397558377,-17.607469044489118,1.7134248,1.4084626,ef_argo_parnaibaiii_v3_tc2.001
ARGO_PARNAIBAIII_V3::TC12.001,-3.122785996221999,-41.764374566177295,80.0,"[(-3.1227923224761014, -41.76438227364834), (-3.1227796699678967, -41.76436685870625)]","[(-3.1227923224761014, -41.76438227364834), (-3.1227796699678967, -41.76436685870625)]",45.97510355656316,18.055088277573702,1.7134248,1.4084626,ef_argo_parnaibaiii_v3_tc12.001
ARGO_PARNAIBAIII_V3::TC11.001,-3.122852912024643,-41.764374451186136,80.0,"[(-3.1228592382787452, -41.76438215865718), (-3.1228465857705405, -41.764366743715094)]","[(-3.1228592382787452, -41.76438215865718), (-3.1228465857705405, -41.764366743715094)]",38.52611369257568,18.06786994770541,1.7134248,1.4084626,ef_argo_parnaibaiii_v3_tc11.001
ARGO_PARNAIBAIII_V3::TC10.001,-3.1229196477135885,-41.76437433643527,80.0,"[(-3.1229259739676913, -41.764382043906316), (-3.122913321459486, -41.764366628964225)]","[(-3.1229259739676913, -41.764382043906316), (-3.122913321459486, -41.764366628964225)]",31.09717387740761,18.08062490840402,1.7134248,1.4084626,ef_argo_parnaibaiii_v3_tc10.001
ARGO_PARNAIBAIII_V3::TC1.001,-3.123174609963469,-41.764695292773126,81.0,"[(-3.1231809362175715, -41.76470300024417), (-3.123168283709367, -41.76468758530208)]","[(-3.1231809362175715, -41.76470300024417), (-3.123168283709367, -41.76468758530208)]",2.71507069664377,-17.59479611432297,1.7134248,1.4084626,ef_argo_parnaibaiii_v3_tc1.001
ARGO_PARNAIBAIII_V3::SECV9.002,-3.1230363685313214,-41.76452126184266,77.0,"[(-3.123041307677069, -41.76453105904183), (-3.123031429385574, -41.76451146464349)]","[(-3.123041307677069, -41.76453105904183), (-3.123031429385574, -41.76451146464349)]",18.103947257471063,1.7493513072332636,2.177986,1.09964,ef_argo_parnaibaiii_v3_secv9.002
ARGO_PARNAIBAIII_V3::SECV8.002,-3.123104722433555,-41.76452114434573,77.0,"[(-3.1231096615793024, -41.7645309415449), (-3.1230997832878074, -41.76451134714656)]","[(-3.1231096615793024, -41.7645309415449), (-3.1230997832878074, -41.76451134714656)]",10.49486980812538,1.762411502581176,2.177986,1.09964,ef_argo_parnaibaiii_v3_secv8.002
ARGO_PARNAIBAIII_V3::SECV7.002,-3.1231723156758227,-41.764521028170336,77.0,"[(-3.12317725482157, -41.764530825369505), (-3.123167376530075, -41.764511230971166)]","[(-3.12317725482157, -41.764530825369505), (-3.123167376530075, -41.764511230971166)]",2.970468147611093,1.775324804412748,2.177986,1.09964,ef_argo_parnaibaiii_v3_secv7.002
ARGO_PARNAIBAIII_V3::SECV6.003,-3.122786027989004,-41.765110842218846,76.0,"[(-3.122790967134751, -41.765120639418015), (-3.122781088843256, -41.76510104501968)]","[(-3.122790967134751, -41.765120639418015), (-3.122781088843256, -41.76510104501968)]",45.97156729029534,-63.78457236580629,2.177986,1.09964,ef_argo_parnaibaiii_v3_secv6.003
ARGO_PARNAIBAIII_V3::SECV5.003,-3.122854381856969,-41.76511072475624,76.0,"[(-3.1228593210027165, -41.76512052195541), (-3.1228494427112214, -41.765100927557064)]","[(-3.1228593210027165, -41.76512052195541), (-3.1228494427112214, -41.765100927557064)]",38.36249365564568,-63.77151598515688,2.177986,1.09964,ef_argo_parnaibaiii_v3_secv5.003
ARGO_PARNAIBAIII_V3::SECV4.003,-3.1229227355878617,-41.76511060722499,76.0,"[(-3.122927674733609, -41.76512040442416), (-3.122917796442114, -41.765100810025814)]","[(-3.122927674733609, -41.76512040442416), (-3.122917796442114, -41.765100810025814)]",30.75343527978757,-63.75845197511792,2.177986,1.09964,ef_argo_parnaibaiii_v3_secv4.003
ARGO_PARNAIBAIII_V3::SECV3.003,-3.1230373781621505,-41.76511041019536,77.0,"[(-3.123042317307898, -41.76512020739453), (-3.123032439016403, -41.76510061299619)]","[(-3.123042317307898, -41.76512020739453), (-3.123032439016403, -41.76510061299619)]",17.991556319658716,-63.73655144229633,2.177986,1.09964,ef_argo_parnaibaiii_v3_secv3.003
ARGO_PARNAIBAIII_V3::SECV2.003,-3.1231057320472497,-41.76511029273275,77.0,"[(-3.1231106711929972, -41.76512008993192), (-3.1231007929015027, -41.76510049553358)]","[(-3.1231106711929972, -41.76512008993192), (-3.1231007929015027, -41.76510049553358)]",10.382480777660422,-63.723495061646304,2.177986,1.09964,ef_argo_parnaibaiii_v3_secv2.003
ARGO_PARNAIBAIII_V3::SECV12.002,-3.1227850183239063,-41.76452169386614,76.0,"[(-3.122789957469654, -41.76453149106531), (-3.122780079178159, -41.764511896666974)]","[(-3.122789957469654, -41.76453149106531), (-3.122780079178159, -41.764511896666974)]",46.08396204280495,1.7013303837220626,2.177986,1.09964,ef_argo_parnaibaiii_v3_secv12.002
ARGO_PARNAIBAIII_V3::SECV11.002,-3.122853372191872,-41.76452157636921,76.0,"[(-3.122858311337619, -41.76453137356838), (-3.122848433046124, -41.76451177917004)]","[(-3.122858311337619, -41.76453137356838), (-3.122848433046124, -41.76451177917004)]",38.47488840815653,1.7143905790687306,2.177986,1.09964,ef_argo_parnaibaiii_v3_secv11.002
ARGO_PARNAIBAIII_V3::SECV10.002,-3.1229217259913007,-41.76452145887228,76.0,"[(-3.1229266651370478, -41.76453125607145), (-3.122916786845553, -41.76451166167311)]","[(-3.1229266651370478, -41.76453125607145), (-3.122916786845553, -41.76451166167311)]",30.86582240290265,1.7274507744129028,2.177986,1.09964,ef_argo_parnaibaiii_v3_secv10.002
ARGO_PARNAIBAIII_V3::SECV1.003,-3.123173325306652,-41.76511017650588,77.0,"[(-3.1231782644523993, -41.76511997370505), (-3.1231683861609043, -41.76510037930671)]","[(-3.1231782644523993, -41.76511997370505), (-3.1231683861609043, -41.76510037930671)]",2.858077209799376,-63.710576037768206,2.177986,1.09964,ef_argo_parnaibaiii_v3_secv1.003
ARGO_PARNAIBAIII_V3::SECH9.001,-3.123036643191712,-41.76431339616882,77.0,"[(-3.123041406472357, -41.764343118498154), (-3.1230318799110655, -41.76428367383949)]","[(-3.123041406472357, -41.764343118498154), (-3.1230318799110655, -41.76428367383949)]",18.07337238008786,24.854348952113902,6.607482,1.0604858,ef_argo_parnaibaiii_v3_sech9.001
ARGO_PARNAIBAIII_V3::SECH8.001,-3.123105319746251,-41.764313278157,77.0,"[(-3.123110083026897, -41.76434300048633), (-3.123100556465605, -41.76428355582767)]","[(-3.123110083026897, -41.76434300048633), (-3.123100556465605, -41.76428355582767)]",10.428377648656388,24.86746637965839,6.607482,1.0604858,ef_argo_parnaibaiii_v3_sech8.001
ARGO_PARNAIBAIII_V3::SECH7.001,-3.1231718340882786,-41.76431316385236,77.0,"[(-3.1231765973689245, -41.76434288618168), (-3.1231670708076327, -41.76428344152303)]","[(-3.1231765973689245, -41.76434288618168), (-3.1231670708076327, -41.76428344152303)]",3.024077916785094,24.88017174124029,6.607482,1.0604858,ef_argo_parnaibaiii_v3_sech7.001
ARGO_PARNAIBAIII_V3::SECH6.001,-3.1227851970018023,-41.7646373240615,76.0,"[(-3.1227899602824483, -41.764667046390834), (-3.122780433721157, -41.76460760173218)]","[(-3.1227899602824483, -41.764667046390834), (-3.122780433721157, -41.76460760173218)]",46.0640718257621,-11.151370796912389,6.607482,1.0604858,ef_argo_parnaibaiii_v3_sech6.001
ARGO_PARNAIBAIII_V3::SECH5.001,-3.1228532157609683,-41.76463720714811,76.0,"[(-3.1228579790416138, -41.76466692947744), (-3.1228484524803224, -41.76460748481878)]","[(-3.1228579790416138, -41.76466692947744), (-3.1228484524803224, -41.76460748481878)]",38.49230211565303,-11.138375463609972,6.607482,1.0604858,ef_argo_parnaibaiii_v3_sech5.001
ARGO_PARNAIBAIII_V3::SECH4.001,-3.122919727027424,-41.76463709282631,76.0,"[(-3.12292449030807, -41.764666815155636), (-3.122914963746778, -41.76460737049698)]","[(-3.12292449030807, -41.764666815155636), (-3.122914963746778, -41.76460737049698)]",31.08834475286195,-11.125668194791327,6.607482,1.0604858,ef_argo_parnaibaiii_v3_sech4.001
ARGO_PARNAIBAIII_V3::SECH3.001,-3.123037197585525,-41.76463689092243,77.0,"[(-3.123041960866171, -41.76466661325176), (-3.123032434304879, -41.7646071685931)]","[(-3.123041960866171, -41.76466661325176), (-3.123032434304879, -41.7646071685931)]",18.011657901064424,-11.10322587208039,6.607482,1.0604858,ef_argo_parnaibaiii_v3_sech3.001
ARGO_PARNAIBAIII_V3::SECH2.001,-3.1231058741057964,-41.76463677287629,77.0,"[(-3.1231106373864423, -41.76466649520562), (-3.1231011108251505, -41.764607050546964)]","[(-3.1231106373864423, -41.76466649520562), (-3.1231011108251505, -41.764607050546964)]",10.366666984331465,-11.090104629839889,6.607482,1.0604858,ef_argo_parnaibaiii_v3_sech2.001
ARGO_PARNAIBAIII_V3::SECH12.001,-3.1227846427107937,-41.764313829359374,76.0,"[(-3.122789405991439, -41.764343551688704), (-3.122779879430148, -41.76428410703004)]","[(-3.122789405991439, -41.764343551688704), (-3.122779879430148, -41.76428410703004)]",46.12577486069186,24.806198305239747,6.607482,1.0604858,ef_argo_parnaibaiii_v3_sech12.001
ARGO_PARNAIBAIII_V3::SECH11.001,-3.122852661469959,-41.76431371244598,76.0,"[(-3.1228574247506047, -41.764343434775306), (-3.1228478981893133, -41.76428399011665)]","[(-3.1228574247506047, -41.764343434775306), (-3.1228478981893133, -41.76428399011665)]",38.5540051505828,24.81919363854216,6.607482,1.0604858,ef_argo_parnaibaiii_v3_sech11.001
ARGO_PARNAIBAIII_V3::SECH10.001,-3.1229191725993424,-41.764313598141335,76.0,"[(-3.122923935879988, -41.764343320470665), (-3.1229144093186965, -41.764283875812005)]","[(-3.122923935879988, -41.764343320470665), (-3.1229144093186965, -41.764283875812005)]",31.15006304658016,24.8318990000072,6.607482,1.0604858,ef_argo_parnaibaiii_v3_sech10.001
ARGO_PARNAIBAIII_V3::SECH1.001,-3.123172388473525,-41.76463665855449,77.0,"[(-3.123177151754171, -41.76466638088382), (-3.1231676251928793, -41.76460693622516)]","[(-3.123177151754171, -41.76466638088382), (-3.1231676251928793, -41.76460693622516)]",2.962364391437843,-11.07739736090842,6.607482,1.0604858,ef_argo_parnaibaiii_v3_sech1.001
ARGO_PARNAIBAIII_V3::REATOR7.001,-3.122725998124233,-41.76536925033773,76.0,"[(-3.1227534375663093, -41.76538305598459), (-3.1226985586821563, -41.76535544469086)]","[(-3.1227534375663093, -41.76538305598459), (-3.1226985586821563, -41.76535544469086)]",52.6540225033859,-92.5075397900786,3.069092,6.109054,ef_argo_parnaibaiii_v3_reator7.001
ARGO_PARNAIBAIII_V3::REATOR6.001,-3.122819009954946,-41.76536909477276,76.0,"[(-3.1228464493970227, -41.765382900419624), (-3.1227915705128693, -41.76535528912589)]","[(-3.1228464493970227, -41.765382900419624), (-3.1227915705128693, -41.76535528912589)]",42.30005293506156,-92.49024819844637,3.069092,6.109054,ef_argo_parnaibaiii_v3_reator6.001
ARGO_PARNAIBAIII_V3::REATOR5.001,-3.1229094878573336,-41.76536893934589,76.0,"[(-3.12293692729941, -41.765382744992756), (-3.122882048415257, -41.765355133699025)]","[(-3.12293692729941, -41.765382744992756), (-3.122882048415257, -41.765355133699025)]",32.22815734134156,-92.47297195778351,3.069092,6.109054,ef_argo_parnaibaiii_v3_reator5.001
ARGO_PARNAIBAIII_V3::REATOR4.001,-3.1229994201070546,-41.7653687839192,76.0,"[(-3.1230268595491313, -41.765382589566066), (-3.1229719806649783, -41.765354978272335)]","[(-3.1230268595491313, -41.765382589566066), (-3.1229719806649783, -41.765354978272335)]",22.21700317218212,-92.45569573697068,3.069092,6.109054,ef_argo_parnaibaiii_v3_reator4.001
ARGO_PARNAIBAIII_V3::REATOR3.001,-3.123087429567662,-41.76536863357238,76.0,"[(-3.1231148690097386, -41.765382439219245), (-3.1230599901255855, -41.76535482792551)]","[(-3.1231148690097386, -41.765382439219245), (-3.1230599901255855, -41.76535482792551)]",12.41989166641239,-92.4389841613012,3.069092,6.109054,ef_argo_parnaibaiii_v3_reator3.001
ARGO_PARNAIBAIII_V3::REATOR2.001,-3.1231793239549672,-41.76536847553679,77.0,"[(-3.123206763397044, -41.765382281183655), (-3.1231518845128905, -41.76535466988992)]","[(-3.123206763397044, -41.765382281183655), (-3.1231518845128905, -41.76535466988992)]",2.190314607638236,-92.42141795211673,3.069092,6.109054,ef_argo_parnaibaiii_v3_reator2.001
ARGO_PARNAIBAIII_V3::REATOR1.001,-3.123270816984719,-41.76536910999988,77.0,"[(-3.123298256426796, -41.76538291564675), (-3.123243377542643, -41.765355304353015)]","[(-3.123298256426796, -41.76538291564675), (-3.123243377542643, -41.765355304353015)]",-7.994583791873644,-92.49194074679076,3.069092,6.109054,ef_argo_parnaibaiii_v3_reator1.001
ARGO_PARNAIBAIII_V3::PAREDEREATOR67.001,-3.122765505798128,-41.765352972256345,76.0,"[(-3.1227929452402043, -41.76536677790321), (-3.122738066356051, -41.76533916660948)]","[(-3.1227929452402043, -41.76536677790321), (-3.122738066356051, -41.76533916660948)]",48.25607387592717,-90.69817403400369,3.069092,6.109054,ef_argo_parnaibaiii_v3_paredereator67.001
ARGO_PARNAIBAIII_V3::PAREDEREATOR56.001,-3.122858459578496,-41.76535281257309,76.0,"[(-3.122885899020573, -41.76536661821995), (-3.1228310201364198, -41.76533900692622)]","[(-3.122885899020573, -41.76536661821995), (-3.1228310201364198, -41.76533900692622)]",37.90856640492038,-90.68042468081134,3.069092,6.109054,ef_argo_parnaibaiii_v3_paredereator56.001
ARGO_PARNAIBAIII_V3::PAREDEREATOR45.001,-3.12294890084817,-41.76535265700896,76.0,"[(-3.1229763402902466, -41.76536646265582), (-3.122921461406093, -41.76533885136209)]","[(-3.1229763402902466, -41.76536646265582), (-3.122921461406093, -41.76533885136209)]",27.84074872258232,-90.66313318269208,3.069092,6.109054,ef_argo_parnaibaiii_v3_paredereator45.001
ARGO_PARNAIBAIII_V3::PAREDEREATOR34.001,-3.1230388120914805,-41.76535250254321,76.0,"[(-3.1230662515335568, -41.765366308190075), (-3.1230113726494038, -41.76533869689634)]","[(-3.1230662515335568, -41.765366308190075), (-3.1230113726494038, -41.76533869689634)]",17.831932962811813,-90.64596377416687,3.069092,6.109054,ef_argo_parnaibaiii_v3_paredereator34.001
ARGO_PARNAIBAIII_V3::PAREDEREATOR23.001,-3.123127014799076,-41.76535235096084,77.0,"[(-3.1231544542411522, -41.765366156607705), (-3.1230995753569992, -41.765338545313966)]","[(-3.1231544542411522, -41.765366156607705), (-3.1230995753569992, -41.765338545313966)]",8.013309425531773,-90.6291148623658,3.069092,6.109054,ef_argo_parnaibaiii_v3_paredereator23.001
ARGO_PARNAIBAIII_V3::PAREDEREATOR12.001,-3.123218732623726,-41.76535219333714,77.0,"[(-3.123246172065803, -41.765365998984), (-3.1231912931816495, -41.76533838769027)]","[(-3.123246172065803, -41.765365998984), (-3.1231912931816495, -41.76533838769027)]",-2.196612882433364,-90.61159443597155,3.069092,6.109054,ef_argo_parnaibaiii_v3_paredereator12.001
ARGO_PARNAIBAIII_V3::IP6.002,-3.1227865570749054,-41.76516921629864,76.0,"[(-3.1227912599749392, -41.76517572898142), (-3.1227818541748715, -41.765162703615864)]","[(-3.1227912599749392, -41.76517572898142), (-3.1227818541748715, -41.765162703615864)]",45.91267005880809,-70.2730557755144,1.447815,1.0470428,ef_argo_parnaibaiii_v3_ip6.002
ARGO_PARNAIBAIII_V3::IP5.002,-3.122854105708534,-41.765169100277696,76.0,"[(-3.122858808608568, -41.765175612960476), (-3.1228494028085008, -41.76516258759492)]","[(-3.122858808608568, -41.765175612960476), (-3.1228494028085008, -41.76516258759492)]",38.39323418045372,-70.26015964144331,1.447815,1.0470428,ef_argo_parnaibaiii_v3_ip5.002
ARGO_PARNAIBAIII_V3::IP4.002,-3.1229224479595774,-41.76516898281509,76.0,"[(-3.1229271508596113, -41.76517549549787), (-3.1229177450595436, -41.76516247013231)]","[(-3.1229271508596113, -41.76517549549787), (-3.1229177450595436, -41.76516247013231)]",30.785453728177107,-70.24710326121651,1.447815,1.0470428,ef_argo_parnaibaiii_v3_ip4.002
ARGO_PARNAIBAIII_V3::IP3.001,-3.1230378425154086,-41.76516878448109,77.0,"[(-3.123042545415442, -41.76517529716387), (-3.1230331396153748, -41.76516227179831)]","[(-3.123042545415442, -41.76517529716387), (-3.1230331396153748, -41.76516227179831)]",17.939865051298753,-70.2250577425429,1.447815,1.0470428,ef_argo_parnaibaiii_v3_ip3.001
ARGO_PARNAIBAIII_V3::IP2.001,-3.1231059067998874,-41.7651686674304,77.0,"[(-3.1231106096999213, -41.76517518011318), (-3.123101203899854, -41.76516215474763)]","[(-3.1231106096999213, -41.76517518011318), (-3.123101203899854, -41.76516215474763)]",10.363027515877292,-70.21204714879528,1.447815,1.0470428,ef_argo_parnaibaiii_v3_ip2.001
ARGO_PARNAIBAIII_V3::ESTRUTURA3789.001,-3.122979752581519,-41.7637178841143,76.0,"[(-3.122991430747958, -41.7637425347096), (-3.122968074415079, -41.763693233519)]","[(-3.122991430747958, -41.7637425347096), (-3.122968074415079, -41.763693233519)]",24.40636939927789,91.0475994460029,5.48,2.6,ef_argo_parnaibaiii_v3_estrutura3789.001
ARGO_PARNAIBAIII_V3::ESTRUTURA3456.001,-3.1229811232966687,-41.764517739871856,76.0,"[(-3.122992801463108, -41.76454239046715), (-3.122969445130229, -41.764493089276556)]","[(-3.122992801463108, -41.76454239046715), (-3.122969445130229, -41.764493089276556)]",24.253782971952702,2.14083069703449,5.48,2.6,ef_argo_parnaibaiii_v3_estrutura3456.001
