timestamp(ms),GPS[0].Spd,ATT.Yaw,IMU[0].GyrZ
9500,1.234000087,39.93,0.1410323381
9600,1.127000093,40.19,0.04952972382
9700,1.127000093,40.22,0.00663171662
9800,1.012000084,40.15,-0.0367321223
9900,1.012000084,40.17,-0.009817921557
10000,1.242000103,39.97,-0.03344877809
10100,1.242000103,39.85,-0.03557651117
10200,1.199000001,39.96,0.0197344292
10300,1.199000001,40.17,0.02779183537
10400,1.155000091,40.69,0.074891828
10500,1.155000091,40.51,-0.01942948438
10600,1.062000036,38.8,-0.2680140138
10700,1.062000036,36.89,-0.4027744532
10800,0.6630000472,38.21,0.1825124025
10900,0.6630000472,38.94,0.1528488845
11000,1.173000097,38.38,-0.05441256985
11100,1.173000097,38.38,-0.04180015996
11200,0.9390000701,37.61,-0.1367263645
11300,0.9390000701,37.42,-0.03984906152
11400,1.279000044,37.51,0.007532688323
11500,1.279000044,37.23,-0.05141218379
11600,1.457000017,37,-0.05960685015
11700,1.457000017,36.78,-0.02341415361
11800,1.496000051,36.89,0.02997067757
11900,1.496000051,36.47,-0.06885799766
12000,1.533000112,36.66,0.01076335832
12100,1.533000112,36.49,-0.03124807589
12200,1.541000128,36.37,-0.009875092655
12300,1.541000128,35.31,-0.1650190055
12400,1.460000038,34.55,-0.1441386044
12500,1.460000038,33.89,-0.1129265577
12600,0.4420000315,34.23,0.06351847947
12700,0.4420000315,34.76,0.1151522323
12800,0.7400000095,35.57,0.1220799983
12900,0.7400000095,36.35,0.1277451962
13000,1.089000106,37.21,0.1349307299
13100,1.089000106,37.17,0.01568652876
13200,1.120000005,37.51,0.03284885734
13300,1.120000005,38.11,0.1120659336
13400,1.120000005,37.98,-0.01496943086
13500,1.120000005,38.27,0.04292446375
13600,1.226000071,38.63,0.04987345636
13700,1.226000071,39.09,0.0904116258
13800,1.238000035,39.32,0.0342890583
13900,1.238000035,39.96,0.1118606552
14000,1.406000018,40.4,0.08430802822
14100,1.406000018,40.71,0.04287315533
14200,1.343000054,41.07,0.06772721559
14300,1.343000054,41.23,0.027197944
14400,1.172000051,41.79,0.07837066054
14500,1.172000051,42.17,0.07785822451
14600,0.8560000658,43.3,0.1675969064
14700,0.8560000658,45.85,0.4231550992
14800,0.2820000052,47.94,0.3916892409
14900,0.2820000052,48.17,0.04268077016
15000,0.02600000054,48.12,-0.02493391745
15100,0.02600000054,48.21,0.007562334649
15200,0.009000000544,48.23,-0.001419994282
15300,0.009000000544,48.21,-0.006564389449
15400,0.05200000107,48.2,-0.002610099735
15500,0.05200000107,48.19,-0.003528554458
15600,0.02900000103,48.19,0.0003158671316
15700,0.02900000103,48.12,-0.008633745834
15800,0.02000000142,48,-0.01848250814
15900,0.02000000142,48.03,-0.003570623696
16000,0.05500000343,48.07,0.01349789836
16100,0.05500000343,48.19,0.011289699
16200,0.07400000095,48.62,0.0800235346
16300,0.07400000095,48.76,0.02404868789
16400,0.01100000087,48.79,0.00922622811
16500,0.01100000087,48.91,0.008463392034
16600,0.2200000137,48.91,-0.01213711593
16700,0.2200000137,49.67,0.1254253238
16800,0.8490000367,49.72,0.01422500331
16900,0.8490000367,49.82,0.01580717973
17000,1.03700006,50.25,0.05704450235
17100,1.03700006,50.47,0.02695922181
17200,1.166000009,51.54,0.2024565041
17300,1.166000009,52.39,0.1423006356
17400,1.253000021,53.04,0.1079048961
17500,1.253000021,54.03,0.13567774
17600,1.208000064,54.61,0.09995029867
17700,1.208000064,55.45,0.1316750944
17800,1.319000006,56.7,0.2178535312
17900,1.319000006,57.36,0.1195174381
18000,1.334000111,57.93,0.1172221377
